date,methods,wave,age,age_group,education,gender,nationality,municipality,electoral_district,citizen,voting_intent
2023-03-13 10:03:00,Web,23,34.0,25-34,Higher education,Female,Other,Lasnamäe,"Kesklinn, Lasnamäe ja Pirita",False,No
2023-03-21 18:49:00,Web,23,60.0,55-64,Basic education,Male,Estonian,Mustamäe,Mustamäe ja Nõmme,True,Yes
2023-03-13 10:05:00,Web,23,23.0,16-24,Basic education,Female,Other,Tartu linn,Tartu linn,True,Yes
2023-03-13 10:15:00,Web,23,62.0,55-64,Higher education,Female,Other,Ida-Virumaa,Ida-Virumaa,True,Yes
2023-03-13 10:07:00,Web,23,48.0,45-54,Secondary education,Female,Other,Ida-Virumaa,Ida-Virumaa,True,No
2023-03-13 10:10:00,Web,23,62.0,55-64,Basic education,Male,Estonian,Harjumaa,Harju- ja Raplamaa,True,Yes
2023-03-13 10:07:00,Web,23,31.0,25-34,Higher education,Female,Other,Tartu linn,Tartu linn,True,Yes
2023-03-13 10:08:00,Web,23,38.0,35-44,Higher education,Female,Other,Haabersti,"Haabersti, Põhja-Tallinn ja Kristiine",False,No
2023-03-13 10:10:00,Web,23,17.0,16-24,Basic education,Female,Estonian,Põhja-Tallinn,"Haabersti, Põhja-Tallinn ja Kristiine",True,Yes
2023-03-13 10:11:00,Web,23,16.0,16-24,Basic education,Male,Other,Nõmme,Mustamäe ja Nõmme,True,Yes
2023-03-13 10:16:00,Web,23,65.0,65-74,Secondary education,Male,Other,Lääne-Virumaa,Lääne-Virumaa,True,No
2023-03-13 10:17:00,Web,23,60.0,55-64,Higher education,Male,Other,Ida-Virumaa,Ida-Virumaa,False,No
2023-03-13 10:20:00,Web,23,75.0,75+,Higher education,Female,Other,Lasnamäe,"Kesklinn, Lasnamäe ja Pirita",True,Yes
2023-03-13 10:15:00,Web,23,45.0,45-54,Basic education,Male,Estonian,Tartu linn,Tartu linn,True,Yes
2023-03-13 10:25:00,Web,23,76.0,75+,Higher education,Female,Other,Ida-Virumaa,Ida-Virumaa,False,No
2023-03-13 10:38:00,Web,23,61.0,55-64,Higher education,Female,Other,Nõmme,Mustamäe ja Nõmme,True,Yes
2023-03-13 10:25:00,Web,23,46.0,45-54,Secondary education,Male,Other,Pärnumaa,Pärnumaa,True,No opinion
2023-03-13 10:27:00,Web,23,75.0,75+,Secondary education,Male,Other,Pärnumaa,Pärnumaa,False,No opinion
2023-03-13 10:28:00,Web,23,45.0,45-54,Secondary education,Male,Other,Lasnamäe,"Kesklinn, Lasnamäe ja Pirita",False,No
2023-03-13 10:37:00,Web,23,79.0,75+,Secondary education,Female,Estonian,Jõgevamaa,Jõgeva- ja Tartumaa,True,Yes
2023-03-13 10:40:00,Web,23,58.0,55-64,Higher education,Female,Other,Lasnamäe,"Kesklinn, Lasnamäe ja Pirita",True,Yes
2023-03-13 10:39:00,Web,23,77.0,75+,Higher education,Female,Other,Lasnamäe,"Kesklinn, Lasnamäe ja Pirita",True,No
2023-03-13 10:37:00,Web,23,66.0,65-74,Higher education,Female,Other,Pärnumaa,Pärnumaa,True,Yes
2023-03-13 10:42:00,Web,23,68.0,65-74,Higher education,Male,Other,Lasnamäe,"Kesklinn, Lasnamäe ja Pirita",True,Yes
2023-03-14 16:51:00,Web,23,29.0,25-34,Higher education,Female,Other,Mustamäe,Mustamäe ja Nõmme,True,Yes
2023-03-13 10:48:00,Web,23,48.0,45-54,Basic education,Female,Estonian,Hiiumaa,"Hiiu-, Lääne- ja Saaremaa",True,No opinion
2023-03-13 10:47:00,Web,23,60.0,55-64,Higher education,Female,Other,Tartu linn,Tartu linn,False,No
2023-03-13 10:54:00,Web,23,40.0,35-44,Higher education,Male,Other,Harjumaa,Harju- ja Raplamaa,False,No
2023-03-13 11:03:00,Web,23,61.0,55-64,Higher education,Female,Estonian,Ida-Virumaa,Ida-Virumaa,True,Yes
2023-03-13 10:56:00,Web,23,59.0,55-64,Secondary education,Female,Other,Harjumaa,Harju- ja Raplamaa,False,No opinion
2023-03-13 10:59:00,Web,23,32.0,25-34,Secondary education,Male,Other,Ida-Virumaa,Ida-Virumaa,True,Yes
2023-03-13 11:48:00,Web,23,18.0,16-24,Basic education,Male,Estonian,Harjumaa,Harju- ja Raplamaa,True,Yes
2023-03-13 11:09:00,Web,23,42.0,35-44,Higher education,Male,Other,Põhja-Tallinn,"Haabersti, Põhja-Tallinn ja Kristiine",True,No
2023-03-13 11:15:00,Web,23,59.0,55-64,Basic education,Female,Estonian,Valgamaa,"Võru-, Valga- ja Põlvamaa",True,Yes
2023-03-13 11:15:00,Web,23,40.0,35-44,Higher education,Male,Other,Ida-Virumaa,Ida-Virumaa,True,Yes
2023-03-13 11:20:00,Web,23,51.0,45-54,Secondary education,Female,Other,Kristiine,"Haabersti, Põhja-Tallinn ja Kristiine",True,No
2023-03-13 11:28:00,Web,23,49.0,45-54,Secondary education,Male,Other,Lääne-Virumaa,Lääne-Virumaa,True,Yes
2023-03-13 11:34:00,Web,23,52.0,45-54,Basic education,Male,Estonian,Viljandimaa,Järva- ja Viljandimaa,True,Yes
2023-03-13 11:50:00,Web,23,66.0,65-74,Secondary education,Male,Other,Põhja-Tallinn,"Haabersti, Põhja-Tallinn ja Kristiine",False,No
2023-03-13 11:34:00,Web,23,51.0,45-54,Secondary education,Female,Other,Kristiine,"Haabersti, Põhja-Tallinn ja Kristiine",True,Yes
2023-03-13 11:38:00,Web,23,57.0,55-64,Secondary education,Female,Other,Harjumaa,Harju- ja Raplamaa,True,Yes
2023-03-13 11:39:00,Web,23,52.0,45-54,Secondary education,Male,Other,Lasnamäe,"Kesklinn, Lasnamäe ja Pirita",False,No
2023-03-13 11:40:00,Web,23,43.0,35-44,Higher education,Female,Other,Ida-Virumaa,Ida-Virumaa,True,No
2023-03-13 11:50:00,Web,23,23.0,16-24,Basic education,Male,Estonian,Viljandimaa,Järva- ja Viljandimaa,True,No opinion
2023-03-13 11:58:00,Web,23,48.0,45-54,Higher education,Female,Estonian,Harjumaa,Harju- ja Raplamaa,True,Yes
2023-03-13 12:16:00,Web,23,76.0,75+,Higher education,Male,Other,Lasnamäe,"Kesklinn, Lasnamäe ja Pirita",True,No
2023-03-13 12:37:00,Web,23,32.0,25-34,Secondary education,Female,Other,Valgamaa,"Võru-, Valga- ja Põlvamaa",False,No opinion
2023-03-13 12:51:00,Web,23,19.0,16-24,Basic education,Female,Estonian,Harjumaa,Harju- ja Raplamaa,True,Yes
2023-03-13 12:57:00,Web,23,45.0,45-54,Basic education,Female,Other,Ida-Virumaa,Ida-Virumaa,False,No
2023-03-13 12:58:00,Web,23,48.0,45-54,Higher education,Female,Other,Lasnamäe,"Kesklinn, Lasnamäe ja Pirita",True,Yes
2023-03-13 13:00:00,Web,23,55.0,55-64,Higher education,Female,Other,Tartumaa,Jõgeva- ja Tartumaa,True,Yes
2023-03-13 13:27:00,Web,23,69.0,65-74,Higher education,Female,Other,Nõmme,Mustamäe ja Nõmme,False,No opinion
2023-03-13 13:23:00,Web,23,34.0,25-34,Basic education,Male,Estonian,Mustamäe,Mustamäe ja Nõmme,True,Yes
2023-03-13 13:33:00,Web,23,84.0,75+,Basic education,Female,Estonian,Nõmme,Mustamäe ja Nõmme,True,Yes
2023-03-13 13:32:00,Web,23,69.0,65-74,Higher education,Female,Other,Tartu linn,Tartu linn,True,Yes
2023-03-13 13:48:00,Web,23,63.0,55-64,Higher education,Female,Other,Lasnamäe,"Kesklinn, Lasnamäe ja Pirita",True,Yes
2023-03-13 13:48:00,Web,23,76.0,75+,Secondary education,Male,Other,Mustamäe,Mustamäe ja Nõmme,True,Yes
2023-03-13 13:52:00,Web,23,58.0,55-64,Secondary education,Male,Other,Lasnamäe,"Kesklinn, Lasnamäe ja Pirita",True,Yes
2023-03-13 14:04:00,Web,23,32.0,25-34,Higher education,Female,Other,Põhja-Tallinn,"Haabersti, Põhja-Tallinn ja Kristiine",False,Yes
2023-03-13 14:09:00,Web,23,43.0,35-44,Secondary education,Female,Other,Ida-Virumaa,Ida-Virumaa,True,Yes
2023-03-13 14:25:00,Web,23,44.0,35-44,Higher education,Female,Other,Harjumaa,Harju- ja Raplamaa,True,Yes
2023-03-13 14:24:00,Web,23,52.0,45-54,Basic education,Male,Estonian,Pärnumaa,Pärnumaa,True,No
2023-03-13 14:30:00,Web,23,49.0,45-54,Higher education,Male,Other,Haabersti,"Haabersti, Põhja-Tallinn ja Kristiine",False,No opinion
2023-03-13 14:31:00,Web,23,45.0,45-54,Secondary education,Female,Other,Lasnamäe,"Kesklinn, Lasnamäe ja Pirita",True,Yes
2023-03-13 14:35:00,Web,23,32.0,25-34,Basic education,Male,Estonian,Mustamäe,Mustamäe ja Nõmme,True,Yes
2023-03-13 14:52:00,Web,23,68.0,65-74,Higher education,Female,Other,Lasnamäe,"Kesklinn, Lasnamäe ja Pirita",True,Yes
2023-03-13 15:06:00,Web,23,57.0,55-64,Higher education,Male,Other,Ida-Virumaa,Ida-Virumaa,True,Yes
2023-03-13 15:23:00,Web,23,43.0,35-44,Basic education,Female,Estonian,Põhja-Tallinn,"Haabersti, Põhja-Tallinn ja Kristiine",True,No
2023-03-13 15:41:00,Web,23,63.0,55-64,Higher education,Male,Other,Ida-Virumaa,Ida-Virumaa,True,Yes
2023-03-13 15:44:00,Web,23,38.0,35-44,Basic education,Male,Estonian,Harjumaa,Harju- ja Raplamaa,True,Yes
2023-03-13 16:34:00,Web,23,37.0,35-44,Secondary education,Male,Other,Haabersti,"Haabersti, Põhja-Tallinn ja Kristiine",True,No
2023-03-13 16:03:00,Web,23,22.0,16-24,Basic education,Male,Other,Ida-Virumaa,Ida-Virumaa,False,No opinion
2023-03-13 15:57:00,Web,23,66.0,65-74,Higher education,Female,Other,Harjumaa,Harju- ja Raplamaa,False,No
2023-03-13 16:51:00,Web,23,50.0,45-54,Secondary education,Female,Other,Lasnamäe,"Kesklinn, Lasnamäe ja Pirita",True,Yes
2023-03-13 17:02:00,Web,23,34.0,25-34,Basic education,Female,Estonian,Harjumaa,Harju- ja Raplamaa,True,No
2023-03-13 17:11:00,Web,23,54.0,45-54,Basic education,Female,Estonian,Viljandimaa,Järva- ja Viljandimaa,True,No opinion
2023-03-13 17:06:00,Web,23,43.0,35-44,Basic education,Male,Other,Nõmme,Mustamäe ja Nõmme,True,No
2023-03-13 17:17:00,Web,23,32.0,25-34,Higher education,Female,Other,Lasnamäe,"Kesklinn, Lasnamäe ja Pirita",True,Yes
2023-03-13 17:24:00,Web,23,61.0,55-64,Secondary education,Male,Other,Mustamäe,Mustamäe ja Nõmme,True,Yes
2023-03-13 17:27:00,Web,23,63.0,55-64,Higher education,Female,Other,Ida-Virumaa,Ida-Virumaa,True,Yes
2023-03-13 17:29:00,Web,23,48.0,45-54,Secondary education,Female,Other,Harjumaa,Harju- ja Raplamaa,True,Yes
2023-03-13 18:19:00,Web,23,52.0,45-54,Secondary education,Female,Other,Lasnamäe,"Kesklinn, Lasnamäe ja Pirita",False,Yes
2023-03-13 18:20:00,Web,23,50.0,45-54,Secondary education,Male,Other,Ida-Virumaa,Ida-Virumaa,False,Yes
2023-03-13 19:08:00,Web,23,75.0,75+,Higher education,Female,Other,Haabersti,"Haabersti, Põhja-Tallinn ja Kristiine",True,Yes
2023-03-13 19:24:00,Web,23,67.0,65-74,Secondary education,Female,Other,Lasnamäe,"Kesklinn, Lasnamäe ja Pirita",True,No
2023-03-13 19:25:00,Web,23,54.0,45-54,Secondary education,Male,Estonian,Järvamaa,Järva- ja Viljandimaa,True,No
2023-03-17 21:01:00,Web,23,42.0,35-44,Higher education,Female,Other,Ida-Virumaa,Ida-Virumaa,True,Yes
2023-03-13 19:57:00,Web,23,35.0,35-44,Higher education,Female,Other,Ida-Virumaa,Ida-Virumaa,True,No
2023-03-13 21:29:00,Web,23,57.0,55-64,Secondary education,Male,Other,Haabersti,"Haabersti, Põhja-Tallinn ja Kristiine",False,No opinion
2023-03-13 21:30:00,Web,23,37.0,35-44,Higher education,Female,Other,Ida-Virumaa,Ida-Virumaa,True,Yes
2023-03-13 21:54:00,Web,23,19.0,16-24,Secondary education,Female,Other,Lasnamäe,"Kesklinn, Lasnamäe ja Pirita",True,Yes
2023-03-14 05:21:00,Web,23,50.0,45-54,Basic education,Male,Other,Ida-Virumaa,Ida-Virumaa,False,No opinion
2023-03-14 08:08:00,Web,23,72.0,65-74,Higher education,Female,Other,Haabersti,"Haabersti, Põhja-Tallinn ja Kristiine",True,No
2023-03-14 13:33:00,Web,23,28.0,25-34,Secondary education,Female,Other,Põhja-Tallinn,"Haabersti, Põhja-Tallinn ja Kristiine",True,Yes
2023-03-14 12:49:00,Web,23,27.0,25-34,Secondary education,Male,Other,Lasnamäe,"Kesklinn, Lasnamäe ja Pirita",True,Yes
2023-03-14 09:17:00,Web,23,59.0,55-64,Higher education,Male,Other,Mustamäe,Mustamäe ja Nõmme,False,Yes
2023-03-14 10:02:00,Web,23,64.0,55-64,Secondary education,Male,Other,Lääne-Virumaa,Lääne-Virumaa,True,Yes
2023-03-14 10:40:00,Web,23,33.0,25-34,Higher education,Female,Other,Harjumaa,Harju- ja Raplamaa,True,Yes
2023-03-14 10:50:00,Web,23,62.0,55-64,Higher education,Female,Other,Lääne-Virumaa,Lääne-Virumaa,True,No
2023-03-14 11:14:00,Web,23,25.0,25-34,Secondary education,Male,Estonian,Haabersti,"Haabersti, Põhja-Tallinn ja Kristiine",True,No opinion
2023-03-14 12:01:00,Web,23,47.0,45-54,Secondary education,Male,Other,Ida-Virumaa,Ida-Virumaa,True,Yes
2023-03-14 12:02:00,Web,23,45.0,45-54,Secondary education,Male,Estonian,Kristiine,"Haabersti, Põhja-Tallinn ja Kristiine",True,Yes
2023-03-14 12:10:00,Web,23,57.0,55-64,Higher education,Female,Other,Harjumaa,Harju- ja Raplamaa,True,Yes
2023-03-14 12:19:00,Web,23,76.0,75+,Higher education,Female,Other,Harjumaa,Harju- ja Raplamaa,True,Yes
2023-03-14 12:19:00,Web,23,31.0,25-34,Higher education,Male,Estonian,Harjumaa,Harju- ja Raplamaa,True,Yes
2023-03-14 12:24:00,Web,23,60.0,55-64,Secondary education,Female,Other,Harjumaa,Harju- ja Raplamaa,True,Yes
2023-03-14 12:24:00,Web,23,39.0,35-44,Higher education,Female,Other,Ida-Virumaa,Ida-Virumaa,True,Yes
2023-03-14 12:29:00,Web,23,63.0,55-64,Secondary education,Female,Other,Põhja-Tallinn,"Haabersti, Põhja-Tallinn ja Kristiine",True,Yes
2023-03-14 12:30:00,Web,23,51.0,45-54,Secondary education,Male,Other,Ida-Virumaa,Ida-Virumaa,True,Yes
2023-03-14 12:33:00,Web,23,54.0,45-54,Secondary education,Female,Other,Lasnamäe,"Kesklinn, Lasnamäe ja Pirita",False,No
2023-03-14 13:09:00,Web,23,21.0,16-24,Secondary education,Male,Other,Harjumaa,Harju- ja Raplamaa,False,No opinion
2023-03-14 12:31:00,Web,23,60.0,55-64,Secondary education,Female,Other,Lasnamäe,"Kesklinn, Lasnamäe ja Pirita",True,No
2023-03-14 12:36:00,Web,23,41.0,35-44,Secondary education,Female,Other,Ida-Virumaa,Ida-Virumaa,False,Yes
2023-03-14 12:39:00,Web,23,68.0,65-74,Secondary education,Female,Other,Harjumaa,Harju- ja Raplamaa,True,No
2023-03-14 12:39:00,Web,23,52.0,45-54,Secondary education,Male,Other,Lasnamäe,"Kesklinn, Lasnamäe ja Pirita",True,No opinion
2023-03-14 12:48:00,Web,23,52.0,45-54,Secondary education,Female,Other,Tartu linn,Tartu linn,True,Yes
2023-03-14 12:45:00,Web,23,27.0,25-34,Higher education,Female,Estonian,Lasnamäe,"Kesklinn, Lasnamäe ja Pirita",True,No
2023-03-14 12:49:00,Web,23,65.0,65-74,Secondary education,Male,Other,Ida-Virumaa,Ida-Virumaa,False,No
2023-03-14 12:51:00,Web,23,61.0,55-64,Higher education,Female,Other,Tartu linn,Tartu linn,True,No opinion
2023-03-14 13:00:00,Web,23,66.0,65-74,Secondary education,Male,Other,Ida-Virumaa,Ida-Virumaa,False,No
2023-03-14 12:56:00,Web,23,41.0,35-44,Higher education,Male,Other,Harjumaa,Harju- ja Raplamaa,True,No
2023-03-14 12:59:00,Web,23,53.0,45-54,Secondary education,Male,Other,Kristiine,"Haabersti, Põhja-Tallinn ja Kristiine",True,No
2023-03-14 13:10:00,Web,23,37.0,35-44,Secondary education,Female,Other,Ida-Virumaa,Ida-Virumaa,False,No
2023-03-14 13:07:00,Web,23,31.0,25-34,Secondary education,Female,Other,Ida-Virumaa,Ida-Virumaa,False,No opinion
2023-03-14 13:11:00,Web,23,59.0,55-64,Secondary education,Male,Other,Ida-Virumaa,Ida-Virumaa,True,Yes
2023-03-14 13:12:00,Web,23,68.0,65-74,Secondary education,Female,Other,Ida-Virumaa,Ida-Virumaa,False,Yes
2023-03-14 13:15:00,Web,23,37.0,35-44,Secondary education,Female,Other,Lasnamäe,"Kesklinn, Lasnamäe ja Pirita",True,Yes
2023-03-14 13:14:00,Web,23,36.0,35-44,Secondary education,Female,Other,Pirita,"Kesklinn, Lasnamäe ja Pirita",False,No
2023-03-14 13:15:00,Web,23,59.0,55-64,Secondary education,Male,Other,Haabersti,"Haabersti, Põhja-Tallinn ja Kristiine",True,Yes
2023-03-14 13:17:00,Web,23,32.0,25-34,Secondary education,Female,Estonian,Lasnamäe,"Kesklinn, Lasnamäe ja Pirita",True,Yes
2023-03-14 13:23:00,Web,23,33.0,25-34,Secondary education,Female,Other,Lasnamäe,"Kesklinn, Lasnamäe ja Pirita",True,Yes
2023-03-14 13:50:00,Web,23,33.0,25-34,Secondary education,Female,Other,Lasnamäe,"Kesklinn, Lasnamäe ja Pirita",False,No
2023-03-14 13:54:00,Web,23,42.0,35-44,Basic education,Female,Estonian,Tartu linn,Tartu linn,True,No opinion
2023-03-14 14:01:00,Web,23,54.0,45-54,Secondary education,Male,Other,Ida-Virumaa,Ida-Virumaa,True,No
2023-03-21 07:01:00,Web,23,31.0,25-34,Secondary education,Female,Other,Ida-Virumaa,Ida-Virumaa,False,No
2023-03-14 14:20:00,Web,23,34.0,25-34,Secondary education,Male,Estonian,Lasnamäe,"Kesklinn, Lasnamäe ja Pirita",True,No
2023-03-14 14:29:00,Web,23,48.0,45-54,Higher education,Male,Other,Tartu linn,Tartu linn,False,No opinion
2023-03-14 14:25:00,Web,23,19.0,16-24,Secondary education,Male,Other,Tartu linn,Tartu linn,True,Yes
2023-03-14 14:38:00,Web,23,68.0,65-74,Secondary education,Female,Other,Kristiine,"Haabersti, Põhja-Tallinn ja Kristiine",True,Yes
2023-03-14 16:33:00,Web,23,45.0,45-54,Secondary education,Female,Other,Ida-Virumaa,Ida-Virumaa,True,No opinion
2023-03-14 15:10:00,Web,23,61.0,55-64,Secondary education,Male,Other,Ida-Virumaa,Ida-Virumaa,True,Yes
2023-03-14 15:11:00,Web,23,52.0,45-54,Secondary education,Female,Estonian,Lasnamäe,"Kesklinn, Lasnamäe ja Pirita",True,Yes
2023-03-14 15:35:00,Web,23,44.0,35-44,Higher education,Female,Other,Ida-Virumaa,Ida-Virumaa,False,Yes
2023-03-14 15:59:00,Web,23,39.0,35-44,Higher education,Female,Estonian,Tartu linn,Tartu linn,True,No
2023-03-14 16:01:00,Web,23,34.0,25-34,Secondary education,Male,Other,Ida-Virumaa,Ida-Virumaa,True,No
2023-03-14 19:35:00,Web,23,53.0,45-54,Secondary education,Male,Other,Mustamäe,Mustamäe ja Nõmme,False,Yes
2023-03-14 16:12:00,Web,23,34.0,25-34,Secondary education,Male,Estonian,Põhja-Tallinn,"Haabersti, Põhja-Tallinn ja Kristiine",True,Yes
2023-03-14 16:20:00,Web,23,57.0,55-64,Secondary education,Female,Other,Ida-Virumaa,Ida-Virumaa,True,Yes
2023-03-14 16:31:00,Web,23,71.0,65-74,Secondary education,Female,Other,Lasnamäe,"Kesklinn, Lasnamäe ja Pirita",True,No
2023-03-14 16:53:00,Web,23,40.0,35-44,Secondary education,Male,Other,Lasnamäe,"Kesklinn, Lasnamäe ja Pirita",True,No
2023-03-14 17:00:00,Web,23,57.0,55-64,Secondary education,Male,Other,Ida-Virumaa,Ida-Virumaa,False,Yes
2023-03-14 17:07:00,Web,23,35.0,35-44,Secondary education,Male,Other,Ida-Virumaa,Ida-Virumaa,True,No
2023-03-14 17:04:00,Web,23,26.0,25-34,Secondary education,Female,Estonian,Põhja-Tallinn,"Haabersti, Põhja-Tallinn ja Kristiine",True,Yes
2023-03-14 17:14:00,Web,23,67.0,65-74,Secondary education,Male,Other,Ida-Virumaa,Ida-Virumaa,False,Yes
2023-03-14 17:17:00,Web,23,65.0,65-74,Secondary education,Male,Other,Lasnamäe,"Kesklinn, Lasnamäe ja Pirita",False,Yes
2023-03-14 17:25:00,Web,23,46.0,45-54,Secondary education,Female,Other,Lasnamäe,"Kesklinn, Lasnamäe ja Pirita",True,Yes
2023-03-14 18:01:00,Web,23,23.0,16-24,Secondary education,Male,Estonian,Lasnamäe,"Kesklinn, Lasnamäe ja Pirita",True,Yes
2023-03-14 18:48:00,Web,23,72.0,65-74,Secondary education,Male,Other,Ida-Virumaa,Ida-Virumaa,True,Yes
2023-03-14 19:26:00,Web,23,70.0,65-74,Secondary education,Male,Other,Haabersti,"Haabersti, Põhja-Tallinn ja Kristiine",True,No
2023-03-14 19:46:00,Web,23,28.0,25-34,Secondary education,Female,Other,Ida-Virumaa,Ida-Virumaa,False,Yes
2023-03-14 20:32:00,Web,23,60.0,55-64,Secondary education,Male,Other,Ida-Virumaa,Ida-Virumaa,True,No
2023-03-14 21:15:00,Web,23,28.0,25-34,Secondary education,Female,Estonian,Haabersti,"Haabersti, Põhja-Tallinn ja Kristiine",True,Yes
2023-03-14 21:54:00,Web,23,30.0,25-34,Secondary education,Male,Other,Lasnamäe,"Kesklinn, Lasnamäe ja Pirita",True,Yes
2023-03-14 22:38:00,Web,23,31.0,25-34,Basic education,Female,Estonian,Lasnamäe,"Kesklinn, Lasnamäe ja Pirita",True,Yes
2023-03-14 23:10:00,Web,23,26.0,25-34,Secondary education,Female,Other,Ida-Virumaa,Ida-Virumaa,False,No
2023-03-15 09:49:00,Web,23,70.0,65-74,Secondary education,Female,Other,Haabersti,"Haabersti, Põhja-Tallinn ja Kristiine",True,No
2023-03-15 10:05:00,Web,23,18.0,16-24,Basic education,Female,Other,Lasnamäe,"Kesklinn, Lasnamäe ja Pirita",True,No opinion
2023-03-15 11:27:00,Web,23,28.0,25-34,Secondary education,Female,Estonian,Kesklinn,"Kesklinn, Lasnamäe ja Pirita",True,Yes
2023-03-15 13:38:00,Web,23,24.0,16-24,Higher education,Female,Estonian,Haabersti,"Haabersti, Põhja-Tallinn ja Kristiine",True,Yes
2023-03-15 13:38:00,Web,23,27.0,25-34,Secondary education,Female,Estonian,Pärnumaa,Pärnumaa,True,Yes
2023-03-15 13:41:00,Web,23,30.0,25-34,Secondary education,Female,Estonian,Viljandimaa,Järva- ja Viljandimaa,True,Yes
2023-03-15 13:39:00,Web,23,22.0,16-24,Secondary education,Female,Estonian,Tartu linn,Tartu linn,True,Yes
2023-03-15 13:46:00,Web,23,29.0,25-34,Secondary education,Female,Estonian,Põhja-Tallinn,"Haabersti, Põhja-Tallinn ja Kristiine",True,Yes
2023-03-15 13:39:00,Web,23,44.0,35-44,Secondary education,Male,Estonian,Harjumaa,Harju- ja Raplamaa,True,Yes
2023-03-15 13:41:00,Web,23,22.0,16-24,Higher education,Female,Estonian,Harjumaa,Harju- ja Raplamaa,True,Yes
2023-03-15 13:41:00,Web,23,51.0,45-54,Basic education,Male,Estonian,Pärnumaa,Pärnumaa,True,No
2023-03-15 13:49:00,Web,23,22.0,16-24,Secondary education,Female,Estonian,Saaremaa,"Hiiu-, Lääne- ja Saaremaa",True,No
2023-03-15 13:41:00,Web,23,58.0,55-64,Secondary education,Male,Estonian,Harjumaa,Harju- ja Raplamaa,True,Yes
2023-03-15 13:39:00,Web,23,32.0,25-34,Secondary education,Female,Estonian,Tartu linn,Tartu linn,True,Yes
2023-03-15 13:39:00,Web,23,48.0,45-54,Secondary education,Female,Estonian,Tartumaa,Jõgeva- ja Tartumaa,True,Yes
2023-03-15 13:40:00,Web,23,61.0,55-64,Secondary education,Male,Estonian,Läänemaa,"Hiiu-, Lääne- ja Saaremaa",True,Yes
2023-03-15 13:40:00,Web,23,44.0,35-44,Secondary education,Female,Estonian,Saaremaa,"Hiiu-, Lääne- ja Saaremaa",True,Yes
2023-03-15 13:56:00,Web,23,30.0,25-34,Secondary education,Female,Estonian,Võrumaa,"Võru-, Valga- ja Põlvamaa",True,No
2023-03-15 13:45:00,Web,23,58.0,55-64,Secondary education,Female,Estonian,Harjumaa,Harju- ja Raplamaa,True,Yes
2023-03-15 13:43:00,Web,23,77.0,75+,Secondary education,Male,Estonian,Tartu linn,Tartu linn,True,Yes
2023-03-15 13:46:00,Web,23,75.0,75+,Secondary education,Female,Estonian,Tartumaa,Jõgeva- ja Tartumaa,True,Yes
2023-03-15 13:42:00,Web,23,46.0,45-54,Secondary education,Female,Estonian,Harjumaa,Harju- ja Raplamaa,True,Yes
2023-03-15 13:43:00,Web,23,75.0,75+,Secondary education,Female,Estonian,Võrumaa,"Võru-, Valga- ja Põlvamaa",True,Yes
2023-03-15 13:43:00,Web,23,77.0,75+,Secondary education,Male,Estonian,Lääne-Virumaa,Lääne-Virumaa,True,Yes
2023-03-15 13:46:00,Web,23,64.0,55-64,Secondary education,Female,Estonian,Viljandimaa,Järva- ja Viljandimaa,True,Yes
2023-03-15 13:44:00,Web,23,83.0,75+,Secondary education,Male,Estonian,Mustamäe,Mustamäe ja Nõmme,True,Yes
2023-03-15 13:47:00,Web,23,79.0,75+,Secondary education,Male,Estonian,Viljandimaa,Järva- ja Viljandimaa,True,Yes
2023-03-15 13:44:00,Web,23,22.0,16-24,Secondary education,Female,Estonian,Viljandimaa,Järva- ja Viljandimaa,True,Yes
2023-03-15 13:44:00,Web,23,36.0,35-44,Secondary education,Female,Estonian,Tartumaa,Jõgeva- ja Tartumaa,True,Yes
2023-03-15 13:43:00,Web,23,52.0,45-54,Secondary education,Female,Estonian,Harjumaa,Harju- ja Raplamaa,True,No
2023-03-15 13:44:00,Web,23,44.0,35-44,Secondary education,Female,Estonian,Harjumaa,Harju- ja Raplamaa,True,Yes
2023-03-15 13:48:00,Web,23,50.0,45-54,Secondary education,Female,Estonian,Harjumaa,Harju- ja Raplamaa,True,Yes
2023-03-15 13:45:00,Web,23,20.0,16-24,Secondary education,Female,Estonian,Võrumaa,"Võru-, Valga- ja Põlvamaa",True,Yes
2023-03-15 13:45:00,Web,23,57.0,55-64,Secondary education,Female,Estonian,Võrumaa,"Võru-, Valga- ja Põlvamaa",True,Yes
2023-03-15 13:45:00,Web,23,48.0,45-54,Secondary education,Female,Estonian,Pärnumaa,Pärnumaa,True,Yes
2023-03-15 13:45:00,Web,23,18.0,16-24,Basic education,Female,Estonian,Pärnumaa,Pärnumaa,True,Yes
2023-03-15 13:45:00,Web,23,35.0,35-44,Secondary education,Male,Estonian,Pärnumaa,Pärnumaa,True,Yes
2023-03-15 13:48:00,Web,23,57.0,55-64,Secondary education,Male,Estonian,Võrumaa,"Võru-, Valga- ja Põlvamaa",True,No
2023-03-15 13:49:00,Web,23,42.0,35-44,Secondary education,Male,Estonian,Saaremaa,"Hiiu-, Lääne- ja Saaremaa",True,Yes
2023-03-15 13:51:00,Web,23,42.0,35-44,Secondary education,Male,Estonian,Nõmme,Mustamäe ja Nõmme,True,Yes
2023-03-20 22:31:00,Web,23,37.0,35-44,Secondary education,Female,Estonian,Põhja-Tallinn,"Haabersti, Põhja-Tallinn ja Kristiine",True,Yes
